Shop Name,Contact,Adress,State,City,GST
Vanity Ladies Salon  (Moradabad),8872843003,naveen nagar ,Uttar Pradesh,Moradabad,
Charu Beauty Parlour  (Jodhpur ),8872770126,Sardarpura c road Jodhpur ,Rajsthan ,Jodhpur ,
Maddona Salon (Jodhpur),8872506932,Sardarpura ,Rajasthan,Jodhpur,
Meddona Salon (Jodhpur ),8872482996,Ratnada,Rajsthan ,Jodhpur ,
Makeover Ministry Beauty Salon (Delhi ),8872280800,Gali no 5 c block Bhajanpura ,Delhi ,Delhi ,
Naina B P  (Rajkot ),8872200407,Nr d Mart kuvadva road ,Gujrat ,Rajkot ,
Creative Salon  (Abohar),8872106004,Mani bazar ,Punjab,Abohar,
Vaishnavi Makeover  (Muktsar),8869878090,Kotkapura baypass, Muktsar,Punjab,Muktsar,
The Beauty Life Ladies Salon  (Rajkot ),8868972710,Ghanshyam society.balaji complex Bh crystal mall,Gujrat ,Rajkot ,
Munmuns (Nagpur),8868878364,Nara road ,Maharashtra,Nagpur,
Prismaa (Nagpur),8868849819,Mahal,Maharashtra,Nagpur,
Doll House Beauty Salon  (Nagpur ),8860880089,Hingna ,Maharashtra ,Nagpur ,
Glamz Hairdressing (Nagpur),8860793383,Deepak nagar ,Maharashtra,Nagpur,
Hi Look Hairlines (Nagpur),8860704882,Manewada Road ,Maharashtra,Nagpur,
La Queen Beauty Parlour  (Nagpur),8860560826,Telephone exchange squar,Maharashtra,Nagpur,
Bel& Bela (Nagpur ),8860519570,Khamla ,Maharashtra ,Nagpur ,
Meeraki Unisex  (Kanpur ),8860438849,Swaroop Nagar ,Uttar Pradesh ,Kanpur ,
Pushpa Beauty Parlor  (Lucknow ),8860287348,Buttler place,Up,Lucknow ,
Queen Make Over (Lucknow),8860218231,Sikanderbagh ,Uttar Pradesh,Lucknow,
Kalp Beauty Salon  (Achhnera),8860183886,Saarnath,Uttar Pradesh,Achhnera,
Mahira Mackup Studeo  (Meerut ),8860089710,Kanker khera ,UP ,Meerut ,
Kingz Quince Salon  (Delhi),8860073573,West Petal nagar ,Delhi,Delhi,
Megha Mannat Makeover  (Delhi),8860029119,West Petal nagar ,Delhi ,Delhi,
Om Krishna Salon (Delhi),8860007837,Petal Nagar ,Delhi ,Delhi,
Creme Beauty Parlor  (Delhi ),8860004411,West Patel nagar ,Delhi ,Delhi ,
Queen Beauty Point  (Muzaffarnagar ),8859998886,Rehmat nagar ,UP ,Muzaffarnagar ,
Miss Soni Beauty Parlor  (Mawana ),8859414001,A S Inter College Mawana ,UP,Mawana ,
Ally Beauty Parlor  (Coimbatore ),8857915484,Saravanampatty ,Tamilnadu ,Coimbatore ,
Sagun Beauty Parlour  (moradabad ),8856789874,amroha ,up,moradabad ,
Dazzle Saloon (Mumbai),8853741993,Nalasopara west ,Maharashtra,Mumbai,
Leela Unisex Salon  (Jalandhar ),8851969171,Jalandhar ,Punjab ,Jalandhar ,
Beauty Mark (Amritsar ),8851744836,Kashmir avenue near celebration mall,Punjab ,Amritsar ,
Makeup Villa (Amritsar ),8851628434,Kashmir avenue ,Punjab ,Amritsar ,
Best Look Saloon (Noida),8851426058,Shop No 12, Marriot Towers Urbtech Xaviers, Sector 168, Noida, Uttar Pradesh 201305,Uttar Pradesh ,Noida,
Hairport Salon (East delhi),8851422833,Mayur vihar aacharya niketan,Delhi,East delhi,
Ar Hair Studio (East delhi),8851164114,Mayur vihar aacharya niketan,Delhi,East delhi,
Ar Hair Studio  (Faridabad ),8851029803,Dabua ,Haryana ,Faridabad ,
The Artist Room  (Delhi ),8847630355,Mayur vihar phase 1 Delhi ,Delhi ,Delhi ,
Vrinda Unisex Salon  (East delhi),8847628684,Mayur vihar 1st. Aacharya niketan .,Delhi,East delhi,
Sugam B P  (West Delhi ),8847325604,Vikas puri ,Delhi,West Delhi ,
Bride Makeover  (West Delhi ),8845725613,Hari nagar ,Delhi,West Delhi ,
Pratyasha Salon  (New Delhi),8840609303,Amar colony,Delhi,New Delhi,
Mister N Madam  (New Delhi),8840599480,Amar colony ,Delhi,New Delhi,
Gleam Up Makeup Studio  (Delhi ),8840568179,12/4 wazirabad 
Delhi 84,Delhi ,Delhi ,
Laxmi Beauty Parlour  (Delhi ),8840187549,12/ 4 wazirabad Delhi 84,Delhi ,Delhi ,
Hair Resorts  (Delhi ),8840150963,Dwarka ,Delhi ,Delhi ,
Lavita Beauty Salon  (Delhi),8839607816,Ashok Nagar Main Road, Delhi,Delhi,Delhi,
Roop Shingar B P  (Noida),8837849155,Shop No. 1, 7th Avenue Gaur City -1, Greater Noida West, Noida Pin- 201301,Uttar Pradesh,Noida,
Deepak Makeup Studio  (Delhi ),8837540858,Uttam Nagar ,Delhi ,Delhi ,
Celebrity Salon  (Delhi ),8830991602,Paharganj ,Delhi ,Delhi ,
Makeup Zone (Noida),8830793175,Central Market Sec 50 Noida ,Uttar Pradesh,Noida,
Big Boss (Jodhpur),8829956448,Pratapnagar,Rajasthan,Jodhpur,
Art Of Beauty By Sona (Jodhpur ),8828903132,Pratap Nagar ,Rajsthan ,Jodhpur ,
Makeover Salon  (Noida),8827495729,Shop number LG 6 and 7, parsvanath plaza, Tulsi Marg, G Block, Pocket G, Sector 27, Noida, Uttar Pradesh 201301,Uttar Pradesh,Noida,
Anmol Saloon (East delhi),8826944956,M s park mandoli road,Delhi,East delhi,
Care Salon  (Coimbatore ),8826882653,Ganapathi ,Tamilnadu ,Coimbatore ,
A Unisex Salon  (Raipur ),8826736717,Shreenagar,,Chattisgarh ,Raipur ,
Rose Marry Salon  (Chandigarh),8826563565,Sec 23,Punjab,Chandigarh,
The Beauty Bar (Varanasi ),8826421573,Sigra tiraha,Uttar Pradesh,Varanasi ,
Cafrockings Salon & Academy Unisex Salon (Kanpur ),8826239771,Shastri Nagar,Uttar Pradesh,Kanpur ,
 Attitude Unisex Salon  (Fezabad ),8826187087,Fezabad,U.P.,Fezabad ,
Colours Makeup Studio (Kanpur ),8826033882,GOVIND PURI ,Uttar Pradesh ,Kanpur ,
Vesta Family Salon  (Lucknow ),8824889347,aashiyana ,U.P.,Lucknow ,
Srinagar Beauty Parlor  (Lucknow ),8822900300,Gokhale marg,Up,Lucknow ,
Super Syar Salon (Lucknow ),8820881655,Gokhle marg ,Up,Lucknow ,
S V R Unisex Salon  (Lucknow ),8818005550,Gokhale marg,Up,Lucknow ,
Srisha Women'S World (Varanasi ),8816969826,Badashabag,Uttar Pradesh ,Varanasi ,
Arpita’S Lbp (Varanasi ),8810902422,Lahurabeer ,Uttar Pradesh ,Varanasi ,
Di Dios (Kanpur),8810902402,Govind Nagar ,Uttar Pradesh,Kanpur,
Daisy Makeover  (Kanpur ),8810262721,Govind Nagar ,Uttar Pradesh ,Kanpur ,
His And Her  (Gorakhpur),8809965173,Main market khalilabad ,Uttar Pradesh,Gorakhpur,
Amit Dadhiwala Salon Academy  (Allahabad ),8806721456,Allapur Allahabad ,Uttar Pradesh ,Allahabad ,
Sakshi Beauty Parlor  (Jodhpur ),8806388934,Chb,Rajasthan ,Jodhpur ,
Tanisha Saloon  (Jodhpur ),8804480888,Sardarpura d road ,Rajsthan ,Jodhpur ,
Dream Palace Saloon  (Jodhpur),8804111104,Chb Jodhpur ,Rajasthan,Jodhpur,
Orange Salon  (Jamshedpur ),8802880808,Sitngora ,Jharkhand ,Jamshedpur ,
Aura Rejuvenate Salon  (Jodhpur),8800910045,Ratnada,Rajasthan,Jodhpur,
Aura Rejuvenate Salon (Dhanbad ),8800865388,Hirapur ,Jharkhand ,Dhanbad ,
Renvic'S Touch Salon  (Jodhpur ),8800814543,Paota,Rajasthan ,Jodhpur ,
Renvic Touch Salon (Kolkata ),8800762863,5th Cross Rd, BF Block, Sector 1, Bidhannagar, Kolkata, West Bengal 700064,West Bengal ,Kolkata ,
Zuba Unisex Salon  (Kolkata),8800737370,48, Santoshpur Avenue, Park Palace, Near, Shukanta Setu, opp. Trikon Park, Santoshpur, Kolkata, West Bengal 700075,West Bengal ,Kolkata,
Mohini Beauty Salon  (Kolkata ),8800735735,48, Santoshpur Avenue, Park Palace, Near, Shukanta Setu, opp. Trikon Park, Santoshpur, Kolkata, West Bengal 700075,West Bengal ,Kolkata ,
Rangolika Beauty Salon  (Raipur ),8800568385,Avanti vihar ,Chattisgarh ,Raipur ,
Rangolika Makeover  (Rajkot ),8800536222,,Gujrat ,Rajkot ,
Rongolika Beauty Salon  (Nagpur),8800531360,Jaripatka ,Maharashtra,Nagpur,
Rangoli Beauty Salon  (East delhi),8800519256,Mayur vihar aacharya niketan,Delhi,East delhi,
City Heart  (Delhi ),8800512459,Shop no 25,28 living style Mall 
Mayur vihar phase 1 ,Delhi ,Delhi ,
The Looks Expert Unisex Salon  (Greater Noida ),8800468321,Jagat Farm, Block E, Chandila, Gamma 1, Greater Noida, Uttar Pradesh 201310,Uttar Pradesh ,Greater Noida ,
Exotic (Lucknow),8800386770,Jawahar bhawan ,Uttar Pradesh,Lucknow,
Meetali Makeover  (Lucknow ),8800355462,Jawahar bhawan Hazratganj ,Up,Lucknow ,
Saloon Story  (Lucknow ),8800234202,Jawahar bhawan,Up,Lucknow ,
The Rayal Style Unisex Salon  (Lucknow ),8800224640,Jawahar bhawan Hazratganj ,Up ,Lucknow ,
Monika Monisha Makeup Studio  (East delhi),8800222890,Vivek vihar,Delhi,East delhi,
Beyond Parlour  (Noida),8799505011, Sector 137 Paras tiera commercial 2 , Noida, Uttar Pradesh 201305,Uttar Pradesh,Noida,
Riva Beauty Salon (Noida),8798763092,Shop no. 19, Paras Commercial-2, Paras Tierea, Sector 137,Uttar Pradesh,Noida,
Reva Hair @ Beauty Salon  (Noida ),8798567732,Paras Tierea, Sector 137, Noida, Uttar Pradesh 201305,Uttar Pradesh ,Noida ,
Nadeem Hussain  (Noida),8796346580,Shop No. 1, First Floor, Mahagun Mirabella, Sector 79, Noida, Uttar Pradesh 201301,Uttar Pradesh,Noida,
Choice At Client  (Noida),8795275266,Shop No. 1, First Floor, Mahagun Mirabella, Sector 79, Noida, Uttar Pradesh 201301,Uttar Pradesh ,Noida,
Casa Belleza (Noida ),8795008902,Shop No. 1, First Floor, Mahagun Mirabella, Sector 79, Noida, Uttar Pradesh 201301,Uttar Pradesh ,Noida ,
The Bros Hair Studio (Jalalabad ) (Greater Noida ),8793475245,GROUND FLOOR SHOP NO.13, ANSAL PAZA MALL, Pari Chowk, Amit Nagar, Sadarpur, Greater Noida, Uttar Pradesh 201310,Uttar Pradesh ,Greater Noida ,
The Bros Hair Studio  (Delhi ),8791312971,Laxmi Nagar main mkt ,Delhi ,Delhi ,
Lookz Bridal Studio Jalalabad  (East delhi),8791003517,Laxmi nagar,Delhi,East delhi,
Lookz Bridal Studio Jalalabad (Faridabad ),8789318484,A-1552, Basement, Main Road Greenfields Colony Faridabad ,Haryana ,Faridabad ,
Salhis Master Stroke  (Delhi ),8789091537,D block west janakpuri ,Delhi ,Delhi ,
Brother Salon (Jodhpur),8788012249,Kudi,Rajasthan,Jodhpur,
Brother Salon  (Jodhpur ),8787274761,Ratnada,Rajsthan ,Jodhpur ,
Style Zone Unisex Salon  (Jodhpur ),8787007025,Ratnada,Rajsthan ,Jodhpur ,
Reviva Salon (Jodhpur ),8778842289,Ratnada,Rajsthan ,Jodhpur ,
Smart Look Beauty Parlour  (Jodhpur ),8777468773,Ratnada,Rajsthan ,Jodhpur ,
Akshara Beauty Parlour  (Delhi ),8770963398,Deep market ashok vihar ,Delhi ,Delhi ,
Cut N Waves Salon  (Jodhpur),8770779907,Chb kudi,Rajasthan,Jodhpur,
Ditya Makeover  (Jodhpur ),8770622967,Kudi Chb Jodhpur ,Rajasthan ,Jodhpur ,
Diya Beauty Salon  (Delhi),8770497887,West patel nagar ,Delhi ,Delhi,
Divya Gill Makeover (Delhi),8770100275,Dwarka ,Delhi ,Delhi,
Shivani Gautam Makeover  (East delhi),8766265933,Gtb enqlave dilshad garden,Delhi,East delhi,
Exclusive Salon (Delhi),8766227247,Janakpuri ,Delhi ,Delhi,
Venus Makeover (Delhi ),8766223207,C 74 janakpuri ,Delhi ,Delhi ,
Reema Malhotra Makeup  (Delhi ),8765349864,Janakpuri ,Delhi ,Delhi ,
Ramaz Unisex Salon (Delhi ),8757977819,Janakpuri ,Delhi ,Delhi ,
Unicorn Unisex Salon (North delhi),8757932786,BH 457 East opp. Miglani chemist shalimar bagh delhi 110088,Delhi,North delhi,
The Hair Stories Unisex Salon  (Delhi ),8756341298,B23 bhala natth nagar delhi ,Delhi ,Delhi ,
Monsoon Salon (Delhi ),8755888883,Main road Sant nagar burari ,Delhi ,Delhi ,
Rr Studio Unisex Salon  (Delhi ),8755665768,Vikas puri ,Delhi ,Delhi ,
Gravity Salon  (Delhi ),8755600111,Main road Uttam Nagar 
B-89  ,Delhi ,Delhi ,
D.Iconik Salon  (Delhi),8750144144,B-105, 4, Amar Colony, Lajpat Nagar, New Delhi, Delhi 110024,Delhi,Delhi,
Grandeur Salon  (Noida),8750129109,J Block, Pocket J, Sector 18, Noida, Uttar Pradesh 201301,Uttar Pradesh,Noida,
Meghna B P (Noida),8750003815,Sec 18, Noida,Uttar Pradesh,Noida,
Amrapali Beauty Parlour  (Noida),8739911004,J Block, Pocket I, Sector 18, Noida, Uttar Pradesh 201301,Uttar Pradesh ,Noida,
Auara (Delhi),8736772311,Visit ,Delhi,Delhi,
Loreal Glow Unisex Salon  (East delhi),8728942010,Bhajanpura gali no 5 c block,Delhi,East delhi,
Dinky Arya Beauty Salon  (East delhi),8727837078,Bhajanpura gali no 5. C block ,Delhi,East delhi,
Rekha Makeover   (Noida),8726325872,92, Ground Floor & 1st Floor, opp. Noida Stadium, Sector 12,Uttar Pradesh,Noida,
Dinky Arya Makeover  (East delhi),8724185495,Durgapuri main chowk,Delhi,East delhi,
Uniluxe Salon  (Delhi ),8722663207,Building no'C-32 upper ground 
Rajouri garden Delhi -27,Delhi ,Delhi ,
Swanky Unisex Salon  (Greater Noida ),8719283271,Shop no. 231, 1st floor, Gurbaksh Plaza, Market, Jagat Farm, Block E, Chandila, Gamma 1, Greater Noida, Uttar Pradesh 201310,Uttar Pradesh ,Greater Noida ,
Hair Care  (Delhi ),8716445923,Main mkt Bhajanpura Gali No 5,Delhi ,Delhi ,
Tanishk Unisex Salon  (East delhi),8714571110,Gali no 5 c block bhajanpura,Delhi,East delhi,
Touch N Glow  (East delhi),8709560629,Bhajanpura c block gali no 5,Delhi,East delhi,
711 Hair Port (East delhi),8709553873,Payment,Delhi,East delhi,
He&She Hair Studio  (Ghaziabad ),8709424729,Kavi Nagar Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Aksh Maan Salon Midki (Noida ),8709299446,Shop No. 60, Gate No. 1, Rani Avantibai Marg, opposite CLEO COUNTY, Sector 121, Noida, Basi Bahuddin Nagar, Uttar Pradesh 201307,Uttar Pradesh ,Noida ,
Samer Beauty Salon (Delhi ),8709170516,Shanidev bazar road Uttam Nagar ,Delhi ,Delhi ,
Simpi Makeover Ladies Saloon  (Delhi ),8707885464,Uttam Nagar 
,Delhi ,Delhi ,
The Trends Makeover Salon And Academy  (West Delhi ),8707873522,Vikas puri ,Delhi,West Delhi ,
Bright Makeup Studio  (West Delhi ),8707516397,Om vihar ,Delhi ,West Delhi ,
Kashmira Beauty Salon  (Delhi),8707268973,Uttam Nagar ,Delhi ,Delhi,
Kashmira Makeover  (Nagpur),8700984176,Besa road ,Maharashtra,Nagpur,
Khushi Beauty Salon (Butibori ),8700930354,Butibori ,Maharashtra ,Butibori ,
Yours Salon (Jodhpur ),8700809242,Chb,Rajasthan ,Jodhpur ,
Sara Makeover  (Nagpur),8700761362,Besa road ,Maharashtra,Nagpur,
Queen Beauty Parlour  (Hissar ),8700553168,Raj guru mkt ,Haryana ,Hissar ,
Javed Havib (Lucknow ),8700488652,Ansal city ,Up,Lucknow ,
Sensation Unisex Beauty Salon  (Varanasi ),8700370633,Plot no 2 Rashmi Nagar, Lanka varanasi ,Uttar Pradesh,Varanasi ,
Chand Unisex Salon  (Achaljamu),8700134974,Ratu road ,Jharkhand,Achaljamu,
Bubbles Unisex Salon  (Jamshedpur ),8699681746,Sonari market,Jharkhand ,Jamshedpur ,
Cut Wave Unisex Salon  (Achaljamu),8699566521,Bootymore,Jharkhand,Achaljamu,
Aman Makeup  (Other),8699356321,Baryatu,Andaman and Nicobar Islands,Other,
Adorn Salon  (Ranchi),8699257551,Bootymore,Jharkhand,Ranchi,
Celebrino Unisex Salon  (Jodhpur ),8698303765,,Rajsthan ,Jodhpur ,
New Hair Miracle Unisex Salon  (Raipur ),8697346242,Shyamnagar ,Chattisgarh ,Raipur ,
Perfection Everyday Wellness  (Korba),8694800015,Korba palm mall,Chhattisgarh,Korba,
Rose Beauty Parlor  (Raipur ),8690205016,Bhatagao,Chattisgarh ,Raipur ,
The Jawed Habib Saloon  (Bhopal ),8687181856,Lalghati bhopal ,Madhya Pradesh ,Bhopal ,
Lemon Grass  (Durg),8675385437,Durg,Chattisgarh ,Durg,
Beauty Villa Salon (Raipur),8674805220,Tatibandh ,Chhattisgarh,Raipur,
Neha Beuty  (Delhi ),8670386301,Krashn kunj colony 
Laxmi nagar ,Delhi ,Delhi ,
Aaradhya Saloon  (East delhi),8669062613,Laxmi nagar krishan kunj colony,Delhi,East delhi,
Women'S World  (East delhi),8660325480,Bhajanpura gali no 5 c block,Delhi,East delhi,
Beauty Trendz Salon  (Saharanpur ),8656241588,Matho nagar Saharanpur ,Uttar Pradesh,Saharanpur ,
Beauty World  (Nagpur),8650609751,Indira mata nagar,Maharashtra,Nagpur,
Chaitali Unisex Salon  (Nagpur ),8650351335,Godhni Road ,Maharashtra ,Nagpur ,
Rishab Make Over  (Gautam Budh Nagar ),8640069786,Shop No- 31, First Floor, Commercial Tower, Cherry County, GH-05B, Techzone 4, Amrapali Dream Valley, Greater Noida, Uttar Pradesh 201306,Uttar Pradesh ,Gautam Budh Nagar ,
Mat & Max Salon (Noida),8638960760,Cherry County, Greater Noida West Pin- 201301,Uttar Pradesh,Noida,
Attractions Unisex Salon  (Noida),8638444381,Hazipur Village, Sector 104, Noida,Uttar Pradesh,Noida,
Individual Salon For Woman (Noida ),8637319965,JB Complex, Hazipur, Sector 104, Noida, Uttar Pradesh 201304,Uttar Pradesh ,Noida ,
Reflections Salon  (Noida ),8630802714,SHOP 17A/2 FIRST FLOOR, Main Market, above Vision Care, near Apollo Pharmacy, Shramik Kunj, Sector 110, Noida, Uttar Pradesh 201304,Uttar Pradesh ,Noida ,
Hair And Beauty Salon (Noida ),8630588618,Shop No - S1, 2nd Floor, Commercial Complex, ATS ONE HAMLET, Sector 104, Noida, Uttar Pradesh 201304,Uttar Pradesh ,Noida ,
Glamin Unisex Salon  (Lucknow),8630352739,Sahara Mall ,Uttar Pradesh,Lucknow,
Glam In Unisex  (Lucknow ),8630255580,Sahara mall. Sapru marg,Up,Lucknow ,
Aarushi Makeover (Meerut ),8630025157,Rohta Road ,UP,Meerut ,
New Geetanjali Salon  (Modinagar ),8627801519,Modinagar,UP ,Modinagar ,
H2B Salon  (Agra ),8625053962,Kargil Petrol pump Agra,Uttar Pradesh,Agra ,
Ifti Makrover (Chandigarh),8619704646,Sec 44D,Punjab,Chandigarh,
Voila Lb Salon  (Gorakhpur ),8619459020,J.R. tower, 1st floor, rustampur gorakhpur ,Uttar Pradesh ,Gorakhpur ,
Voila Lb Studio  (West Delhi ),8619002961,Hari nagar ,Delhi,West Delhi ,
Voila Lb Studio Salon (Delhi),8617608137,Moti nagar ,Delhi,Delhi,
Glitzi Salon  (Delhi),8617556128,Moti nagar ,Delhi ,Delhi,
Pixy Salon  (Delhi ),8616459364,Moti nagar 
C-80,Delhi ,Delhi ,
S.K Makeover  (Delhi ),8610875154,Moti nagar ,Delhi ,Delhi ,
Nature'S Way Beauty Parlour  (Kanpur ),8604823522,Ashok Nagar,Uttar Pradesh ,Kanpur ,
Shine Makeover  (Lucknow ),8603615080,Vrandavan telibagh ,Up,Lucknow ,
The Clay Smart Salon (Jamshedpur),8602994880,Bagunhatu Chowk,Jharkhand,Jamshedpur,
Esha Makeover By Nisha  (Jamshedpur ),8600055655,Kadma ,Jharkhand ,Jamshedpur ,
Break Free Salon  (Siliguri ),8595736200,Mittal gareen,West Bengal ,Siliguri ,
Jhhb Unisex Salon  (Jamshedpur ),8595712245,Sitngora ,Jharkhand ,Jamshedpur ,
Jawad Habib Hair And Beauty  Kda (Gorakhpur ),8595178727,Mangalam tawar golghar Gorakhpur ,Utter Pradesh ,Gorakhpur ,
Jawad Habib Rove Moti (Noida),8592901153,Opposite Cleo County, Gate No. 3, 
Noida Sec 121,Uttar Pradesh,Noida,
Bebo Beauty Salon  (Noida),8591906806,Gate No 3, Sadbhavna Market, C1, 2nd & 3rd Floor, opp. Cleo County, Garhi Chaukhandi, Sector 121, Noida, Uttar Pradesh 201304,Uttar Pradesh,Noida,
Magic Mirror Beauty Parlour  (Delhi ),8588905114,New friends colony delhi ,Delhi ,Delhi ,
Forever Salon  (Meerut ),8587952003,Shivagi road ,UP,Meerut ,
Sandhya Singh Makeover  (Modinagar ),8587064332,Bhagwan ganj,UP ,Modinagar ,
A S Professional  (Muzaffarnagar ),8586891014,New Mandi ,UP,Muzaffarnagar ,
Shilpa Bp (Hisar),8585954807,Model town ,Haryana,Hisar,
Tcs Beauty Parlour  (Abu),8585052884,Sardarpura ,Rajasthan,Abu,
E3 Mens Salon  (Delhi),8582967073,Tilak nagar ,Delhi ,Delhi,
Choice Parlour  (Delhi ),8580959238,Tilak nagar ,Delhi ,Delhi ,
Eminence Salon  (Delhi),8576543254,New Ashok Nagar Delhi ,Delhi,Delhi,
Uniface Salon  (East delhi),8566982040,Jhilmil,Delhi,East delhi,
Akarshan  Salon (West Delhi ),8560981362,Paharganj ,Delhi ,West Delhi ,
Reflection Beauty Parlour  (Delhi ),8558884915,Swaroop Nagar road 100 futa 
Burari ,Delhi ,Delhi ,
Sk Mackover  (Delhi),8558070698,Moti nagar ,Delhi ,Delhi,
Kritims Cuts Salon (Delhi ),8556990545,Moti nagar ,Delhi ,Delhi ,
Naresh Salon (Delhi ),8556877880,Janakpuri ,Delhi ,Delhi ,
Luca Piattelli (Delhi ),8542888882,Vasundhara Enclave, New Delhi, Delhi, 110096,Delhi,Delhi ,
Star Hair Dresser Unisex Salon  (Noida),8542064831,C 23, C-39, C Block, Sector 15, Noida, Uttar Pradesh 201301,Uttar Pradesh ,Noida,
Masters Salon (Noida ),8533033799,C-39, Sector 15, Basement, Noida,Uttar Pradesh ,Noida ,
Hair Expert Salon (Noida ),8532078308,C-39, C Block, Sector 15, Noida, Uttar Pradesh 201301,Uttar Pradesh ,Noida ,
Grevty Salon  (Delhi ),8529375123,Dwarka mod ,Delhi ,Delhi ,
Laveena Beauty Parlour  (Delhi),8528959791,Dwarka ,Delhi ,Delhi,
Mayank Batra Makeover  (Nagpur),8528130322,Manewada Road ,Maharashtra,Nagpur,
Glam & Glow Makeover  (Ghaziabad ),8528072959,RDC Raj Nagar Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Beauty Short Salon  (Baduriatola),8527683589,Khelgaon ,Jharkhand,Baduriatola,
Hair Master Luxury Salon  (Hr),8527420026,Nit faridabad ,Hr,Hr,
G Glitz And Glam By Aucchika Makeup Artist  (Kanpur ),8512070956,Govind Nagar ,Uttar Pradesh ,Kanpur ,
Fs Luxury Salon  (Nagpur),8510992299,Wardhaman nagar ,Maharashtra,Nagpur,
Super Star Salon (Nagpur ),8506857708,Nara road ,Maharashtra ,Nagpur ,
Nv Salon Moga (Nagpur ),8506819777,Nara road ,Maharashtra ,Nagpur ,
Nv Salon,Moga  (Nagpur),8506069898,Nara road ,Maharashtra,Nagpur,
Kaimzzz Salon Moga  (Jodhpur ),8484068810,Pratap Nagar ,Rajsthan ,Jodhpur ,
Viva Saloon  (Adra),8478882807,Robindro nagar ,West Bengal,Adra,
Divine Salon  (Kolkata ),8477939793,32/1/1a, Ramkrishna Upanibesh, Jadavpur, Kolkata, West Bengal 700092,West Bengal ,Kolkata ,
Sii Bello Salon (Jamshedpur),8477933483,H No.17, B Block Near Water Tower Road, Sonari,Jharkhand,Jamshedpur,
Lemon Lounge  (Kanpur ),8477920263,Swaroop Nagar ,Uttar Pradesh ,Kanpur ,
Yohan  International  (Lucknow ),8476954545,Jai prakash nagar ,Up,Lucknow ,
Yashika The Family Salon  (Lucknow ),8476917521,Jpn nagar ,Up,Lucknow ,
Rimjhim Parlour  (Jammu),8471020169,Jammu ,Jammu and Kashma«r,Jammu,
Neha Beauty Parlour  (Meerut ),8460606369,Rohta Road ,UP,Meerut ,
Beauty World Parlour  (Agra),8459554568,149-A, First Floor, Manas Nagar, Near  sea tv News office,Agra,Uttar Pradesh,Agra,
Firdosh Beauty Zone (Kharar),8459016262,Kharar,Punjab ,Kharar,
Final Touch Unisex Saloon  (Other),8456394660,Ratu road ,Andaman and Nicobar Islands,Other,
S. Beauty Zone  (Kanpur ),8449777898,Shastri Nagar ,Uttar Pradesh ,Kanpur ,
Taruni Beauty Hub  (Lucknow ),8449709084,Vrindavan ,Up,Lucknow ,
Sky Unisex Salon  (Lucknow ),8449111389,Jankipuram extension ,Up,Lucknow ,
Glow & Touch Beauty Parlour  (Allahabad ),8448220575,Preetam Nagar Allahabad ,Uttar Pradesh ,Allahabad ,
Pro Plus Unisex Salon  (New Delhi),8448168666,Safdarjung ,Delhi,New Delhi,
New Hair Look Unisex Salon (Raipur ),8448137430,Devendra nagar ,Chattisgarh ,Raipur ,
Ribboin Unisex Salon (Noida),8448035350,Victory Cross Rd, Sector 143, Noida, Uttar Pradesh 201305,Uttar Pradesh ,Noida,
Neelkanth Cosmetic  (Noida),8448030143,Victory Cross Rd, Sector 143, Noida, Uttar Pradesh 201305,Uttar Pradesh ,Noida,
Exclusive Salon  (Nagpur ),8447653459,Saoner ,Maharashtra ,Nagpur ,
Exquisite Glow  (Kanpur ),8447544948,Harsha nagar ,Uttar Pradesh,Kanpur ,
Crimson Unisex Salon  (Achhnera),8447455551,Adalpura,Uttar Pradesh,Achhnera,
Sizzling Unisex Salon  (Varanasi ),8447355354,Adalpura,Uttar pradesh ,Varanasi ,
Queens Makeover  (Jamshedpur ),8447339103,Product reading ,Jharkhand ,Jamshedpur ,
Sonakshi Beauty Parlour  (Gorakhpur ),8447333667,Medical road bashartpur gorakhpur ,Uttar Pradesh ,Gorakhpur ,
Sonakshi Beauty Parlour (Faridkot) (Kanpur ),8447296185,Kidwai Nagar ,Uttar Pradesh,Kanpur ,
